id,source_wsi,dataset,i,j
01a7fca6263b,1,2,13312,10240
025ec20b8b73,1,2,7680,10240
02f563532696,1,2,11264,3584
033a656390b2,1,2,15872,9216
03d335057db3,1,2,10240,5632
04c08080b2ae,1,2,7168,3584
0672b96aaccc,1,2,17408,10752
07b809228ef4,1,2,13824,9728
0828cc1c22be,1,2,12288,5120
09e1916da449,1,2,8704,4608
0a993633aa5e,1,2,6656,10240
0ba172f33ea6,1,2,16896,9216
0bc3e1a729e4,1,2,18432,9728
0ce440ad7080,1,2,13824,10240
0f6e1cb07f74,1,2,16384,10240
13e70093a1f8,1,2,9728,6656
15262223b967,1,2,12288,9216
16aff0aaa514,1,2,9728,5632
189064c6a137,1,2,17920,10240
1893f913d64b,1,2,11264,6144
18be061202ea,1,2,10752,41472
192846d46db7,1,2,9728,4096
19c8864ac6a0,1,2,10752,4608
1a0daccec1db,1,2,10240,4608
1c0295c1d01d,1,2,10752,10752
1fc1c6cc515a,1,2,15872,10240
20113c729fe4,1,2,13312,9216
228da07bf8d9,1,2,9728,10240
23c30a541c7a,1,2,16384,10752
23c98917da69,1,2,8192,10752
23d7fcc83332,1,2,7168,7680
242db333c452,1,2,9216,5120
244711bad1bd,1,2,8704,5120
270f0c7b0901,1,2,10240,10752
2798a3698885,1,2,7680,4608
29d2f472e46d,1,2,3584,45568
2ac4cfbb7405,1,2,15872,9728
2c369bf03bd4,1,2,6656,9216
2d2093e38e39,1,2,11264,8704
2d882504c2ea,1,2,9728,6144
2e0c92f0c9df,1,2,10752,3584
30ad648e36a2,1,2,8704,46592
30eb9abf4a94,1,2,10752,6144
314a25a7f92d,1,2,10752,9728
31672f6050b5,1,2,10752,8192
326c9663d95d,1,2,11776,10752
328a651a4ca7,1,2,13312,9728
329d9bc6f0f8,1,2,14336,10752
3398c337fe7a,1,2,17920,9728
33d56ea8889f,1,2,11776,7168
340bbab914db,1,2,16384,9216
3576fc5288a3,1,2,11264,4608
36be7dacbabf,1,2,7680,9216
3857131da21c,1,2,8704,8704
38ff92c9ae72,1,2,8704,9728
391e9699357a,1,2,10752,10240
3b8d1919d08e,1,2,10752,9216
3c3796ee0923,1,2,11264,3072
3c9609fefe07,1,2,7168,8704
3ca3b1b0db63,1,2,6656,10752
3f4f881abe88,1,2,10752,2560
4021872b194c,1,2,10752,7168
409a7a2dafd0,1,2,7680,3072
41146970649b,1,2,16384,9728
41493100d434,1,2,8704,7680
415a900f7a89,1,2,6656,8704
4399be208888,1,2,8192,9216
462d5da043a5,1,2,7680,6144
4995f7836ec4,1,2,17920,9216
4b94404d2e6c,1,2,8704,4096
4ba838cffa29,1,2,8192,7680
4c058755d597,1,2,12288,3072
4cf2563142f4,1,2,7680,8192
4e455f0cb054,1,2,1536,41984
4e8b6849684d,1,2,12800,10240
501398697fc1,1,2,12288,8704
5047c7523e09,1,2,11776,10240
51bcce4e7c55,1,2,12288,7680
523a3912a7ee,1,2,16896,10240
5384b927f5b3,1,2,7168,9216
557efd4b1180,1,2,11264,7168
5608b200acb6,1,2,10752,8704
56102e85ff9f,1,2,11776,8704
56b724dc963a,1,2,10752,4096
5871b8dc3e88,1,2,9728,4608
588bd0b6ac0c,1,2,9728,3072
59c99a7cd635,1,2,11264,10752
5e72a0265b2f,1,2,12288,2560
5ed62676da45,1,2,7680,8704
611aee20c207,1,2,14336,10240
6230a948334b,1,2,9216,2560
62cb0165db74,1,2,11776,6144
6637388750f9,1,2,9728,7168
68c4d1b29b13,1,2,15360,10240
6b1e4cea2071,1,2,8192,10240
6bfe9903a1cf,1,2,14848,9216
6d1315ab9ef7,1,2,13312,10752
6e74e333e5e4,1,2,10240,9728
70d79d2694c0,1,2,10240,4096
71cd41c93924,1,2,6656,9728
720c0fa5ce8e,1,2,17408,10240
7292fe2d34d6,1,2,18432,10752
740afe5498ac,1,2,8704,7168
7483bb77d145,1,2,10752,6656
76e5b8a1caa1,1,2,11776,9216
780362d8c87e,1,2,8704,8192
783e8f735476,1,2,9728,5120
7c0c2bdb3873,1,2,11776,5120
7cb715d5413c,1,2,7168,10752
7f41aff561f7,1,2,9728,2560
81d7080ee1f1,1,2,9728,7680
8491370e454b,1,2,10240,3072
84a3f37bf808,1,2,11264,9728
85f5c8b8e408,1,2,12800,9728
861ffbc05b45,1,2,8192,9728
8758e0b50301,1,2,12288,3584
88614cbaa57c,1,2,9216,9728
8a100f8a780f,1,2,7680,3584
8a2b71c9531a,1,2,10752,5120
8a60272c70aa,1,2,9216,5632
8b29a4cb940e,1,2,13824,10752
8b33e8e0f0a1,1,2,7680,9728
8be88b402878,1,2,11776,7680
8c66c89b3e78,1,2,8704,2560
8ca6628424da,1,2,8192,3072
8e61e30e0090,1,2,11264,2560
8ebea8a23178,1,2,14848,9728
8f6f3e18eda5,1,2,8704,3072
90481ae2a0c9,1,2,10752,42496
9050af994abf,1,2,12288,6144
910b93e1cf28,1,2,14336,9216
92450a58e849,1,2,16896,10752
92f12671d129,1,2,8192,6144
932c4fa02fee,1,2,8704,10240
94dd41f92b1d,1,2,11264,9216
9546e3a4b2a9,1,2,12288,7168
95c077870f91,1,2,12288,8192
97551fbdf2bf,1,2,9728,8192
98afebe7cca1,1,2,12288,5632
99ddcf7fb9a3,1,2,18432,10240
9a4ac92edd79,1,2,12288,10240
9a4d59b6c3ec,1,2,15360,9728
9a70c2d9e4f4,1,2,11264,8192
9b9349a10d8d,1,2,7680,5120
9d8e026859d7,1,2,12288,6656
9f62eba82f40,1,2,7168,8192
9f999c74b67e,1,2,10752,39424
a0fed17a5bc6,1,2,13824,9216
a1e821ead370,1,2,9216,7168
a29f889679f4,1,2,10240,7680
a34d3fde892c,1,2,12288,4096
a44370ab145d,1,2,7680,7680
a4b63d91f173,1,2,10240,2560
a4f027cdc65e,1,2,7680,5632
a5ab2872a910,1,2,11776,8192
a6526eeecee5,1,2,8704,5632
a661cbfc8464,1,2,15360,10752
a9de6e1a6c4d,1,2,11776,5632
a9f8aa3cccf0,1,2,11776,3072
aa05d1efb6bc,1,2,9216,10752
aa989f83a794,1,2,11776,2560
aad30f930d6d,1,2,11264,5120
abbacf024cb5,1,2,10240,8192
abe1088b3890,1,2,10240,8704
ace43628b108,1,2,7168,9728
adadaeaa3635,1,2,9216,10240
afe3a6d7f7ba,1,2,8192,4608
b12239b2762f,1,2,8192,4096
b29ab50ca7aa,1,2,11264,10240
b4a153ea1fc8,1,2,11776,4096
b5f0453b4c6d,1,2,10752,5632
b63650c923a7,1,2,7680,6656
b815cc48bb76,1,2,8192,5632
b987af6e6106,1,2,17408,9728
ba276097772d,1,2,10752,38400
ba5cffc61dce,1,2,9728,9728
bb1587775541,1,2,9728,8704
bef001de468a,1,2,9216,3072
bf0f8e9bf257,1,2,15872,10752
bf610d0dd510,1,2,11264,4096
bffe164b7f65,1,2,11776,9728
c12e5e644392,1,2,12288,4608
c15c8d3980fb,1,2,9728,3584
c2569a219a0b,1,2,10240,6144
c2731b6c0c17,1,2,12800,9216
c3e34170ff28,1,2,9728,10752
c4dbb5659b69,1,2,11776,6656
c4fd3d068713,1,2,7168,4608
c50f59592766,1,2,9216,6144
c51d8cf96223,1,2,8192,8704
c8e71ace0b11,1,2,8192,3584
c96f8a2737a2,1,2,8704,6144
cb0d9bad1bd4,1,2,11264,6656
cc103e610139,1,2,14336,9728
cd39806070ab,1,2,9216,4096
cee03f90d9c9,1,2,9216,3584
cee9e898e32c,1,2,7680,4096
cf5f9ffd9957,1,2,10240,7168
cfb0bd617652,1,2,9216,8704
d169174a769b,1,2,8704,6656
d17335683f96,1,2,12800,10752
d430a5d229e3,1,2,7168,4096
d4a6a9e8d85e,1,2,16896,9728
d59914131ffa,1,2,8192,8192
d68324eb7980,1,2,10240,5120
d6bd77533b2b,1,2,14848,10752
d873758275c6,1,2,8704,9216
d8f0d57073c8,1,2,8192,5120
d8f61858d47a,1,2,9216,6656
d9547a630fab,1,2,7680,10752
da9507215057,1,2,9216,9216
db8adbc51c82,1,2,10240,3584
dbf5ec194977,1,2,12288,10752
dc0b64e2a3a6,1,2,12288,9728
dcea4e9d6726,1,2,11776,3584
deb8c17483c0,1,2,10752,7680
e1647f94f1f9,1,2,11776,4608
e52522470fea,1,2,15360,9216
eaa096d85a52,1,2,10240,6656
eb7564c1ca68,1,2,8192,6656
ef5523d50b5b,1,2,11264,7680
f10a389fd4b0,1,2,6144,46080
f217dcd37517,1,2,14848,10240
f5140e2c6baf,1,2,9216,7680
f53f64d220e3,1,2,17920,10752
f592b552a1af,1,2,6144,40960
f6906101ee0e,1,2,10752,3072
f8cff6556e61,1,2,9216,4608
f993befe3cb4,1,2,6656,41984
f9faf12fc07b,1,2,10240,9216
fa10ae8f9fec,1,2,7168,10240
fa6a66f01888,1,2,8704,10752
fab2054e45f5,1,2,11264,5632
fb833bb39c55,1,2,8704,3584
fbe845f13c20,1,2,9728,9216
fcbe5ce12d5f,1,2,9216,8192
fce9ad75428d,1,2,10240,10240
