id,source_wsi,dataset,i,j
0006ff2aa7cd,2,2,16896,16420
00168d1b7522,2,2,14848,14884
00654cc08aac,2,2,18944,12324
016c33dacfa1,2,2,23040,17444
0276eb166cce,2,2,22528,17956
041b985201d6,2,2,23552,20004
0478279e6e16,2,2,15360,16420
0717863ca2cb,2,2,23552,18468
0765f249adeb,2,2,25088,20004
0870e4f9d580,2,2,24576,23040
0a152cf103e4,2,2,20480,13348
0ab9d193fcf6,2,2,15872,20004
0b935dd9ef6a,2,2,24576,18468
0bd23d24a875,2,2,17920,16420
0c5c322a104a,2,2,20480,15908
0d77d32da5e2,2,2,18944,20004
0da5596bd718,2,2,19456,17956
0dcde3819c8e,2,2,16384,14372
0e9cea4fd861,2,2,21504,15908
10b4548dcb4b,2,2,15872,17956
1185d302d242,2,2,16384,12324
11b7125c2fc2,2,2,21504,20516
1298fde375a0,2,2,19968,19492
12d8b41d1c0e,2,2,20480,17956
13baed208de2,2,2,15872,16420
14e64fe91f07,2,2,17920,20004
15caf619db2e,2,2,18432,20516
15cb91fcaf6e,2,2,18944,12836
15d12fd18a57,2,2,18432,20004
18d2359d50eb,2,2,15872,18980
1b410cd56dcb,2,2,16384,15908
1bb52a550a23,2,2,19456,17444
1c10c781495b,2,2,23552,17956
1ca8bcb0e27f,2,2,16896,12836
1e0203e19805,2,2,22528,22528
1ed324bad445,2,2,16896,13860
212788639fa5,2,2,15872,19492
2296c77d5059,2,2,25088,20516
24bc5d5889b4,2,2,24064,16932
25d77fffd5a9,2,2,18432,12836
26c4a12c5a87,2,2,22016,15396
2848258b5205,2,2,18432,16932
28d971fddf99,2,2,20992,20004
29f24fccc57f,2,2,17920,15908
2b7c5682bb5c,2,2,19456,13860
2be23bada1e8,2,2,20992,13860
2befa0c506b5,2,2,20480,15396
2d232dbe41bb,2,2,24064,17444
2daadbc3fe2d,2,2,18432,15908
2daf04a8f13b,2,2,19456,15908
2e51dff130b7,2,2,16384,13860
2f9a34bfa69f,2,2,19968,20516
3067de360996,2,2,17408,15396
30e626fa6fc4,2,2,16384,18980
312bb1ba445f,2,2,19968,18468
31aa6f45078f,2,2,21504,16420
32cc36ae2619,2,2,17408,16420
3395ffa824a2,2,2,17920,12324
359e48cf2d99,2,2,19456,15396
368660921c18,2,2,16384,17956
377d58465c28,2,2,19968,13860
3780b2400433,2,2,23040,18980
37d83138ba37,2,2,20480,20004
3861cad5b837,2,2,21504,13860
38699460e609,2,2,15872,18468
390e794fe0df,2,2,17920,16932
3a486b0a7574,2,2,15360,13860
3ad70040eeeb,2,2,17408,15908
3b063b88e36d,2,2,16384,17444
3c4933d10f09,2,2,21504,19492
3d70eefd9d3b,2,2,18432,19492
3e0679dff9d8,2,2,22528,16932
3f244baf9da8,2,2,24064,19492
3fc432760114,2,2,17408,20004
413fa0675bdf,2,2,15360,14884
41c6e0692ca1,2,2,20480,12836
44185039dc85,2,2,14848,12836
46878443d6d9,2,2,24576,20516
4a06a2773c1d,2,2,23552,16932
4a204e96d413,2,2,20992,18468
4a706ac6405a,2,2,20992,18980
4aa434181421,2,2,17920,11812
4bdc0ba604d8,2,2,23552,19492
4cfe0498d60f,2,2,18944,16932
4db0a32fbd79,2,2,15872,16932
4db8491f1494,2,2,20992,16420
4e0a1de43ade,2,2,17408,12836
4fcffe64689b,2,2,17920,17956
50ec76b042b1,2,2,18944,16420
513c23ea9630,2,2,15872,13860
517081be5027,2,2,20992,20516
53c7f76b42eb,2,2,19456,14884
556692ccbfb9,2,2,16896,18980
5671f785cd97,2,2,18944,13860
56e1ccd094f2,2,2,20992,17444
56e6e1efa7d0,2,2,18944,19492
596a08cbd66b,2,2,23552,16420
59b3bace06f3,2,2,21504,15396
5a67509ed81c,2,2,19456,14372
5ad6f7d64002,2,2,20992,14884
5affc24bfa1a,2,2,20480,14884
5b6355525f48,2,2,19456,19492
5b902dfab5a8,2,2,22016,20516
5b936b2d6a96,2,2,16384,12836
5dcc3cda10ef,2,2,17408,13860
5e568e50245f,2,2,26112,20992
5e6559502f5c,2,2,21504,14884
5f256b685ae7,2,2,18944,15908
5f27d6930c04,2,2,18944,20516
60c5d77a74a0,2,2,18944,13348
60e20dd6aca9,2,2,15872,13348
60fc71767907,2,2,16384,11812
611fb542b810,2,2,20480,14372
640e1960386c,2,2,16384,14884
64c3274b1ba4,2,2,21504,20004
65500e3e3c73,2,2,15360,14372
65549f6e79ba,2,2,19968,17444
669d50eb831a,2,2,18432,18468
66e60e98c001,2,2,19456,20516
66f49941ae3a,2,2,20480,19492
67572ee0daf5,2,2,19968,20004
6889e683b0c4,2,2,22528,15908
693de1429edc,2,2,17408,18980
69dc0b37915e,2,2,15360,13348
6a221c2e5e23,2,2,17408,19492
6a2cec1c97bc,2,2,19456,16932
6ba77a9f7fea,2,2,21504,16932
6c45ea14a1d4,2,2,17920,18468
6d67a59967d3,2,2,22016,14884
6d7de92aca26,2,2,20992,17956
6dc70ca9b2e9,2,2,23040,19492
6ef162165758,2,2,16896,17444
6f5b0c65359a,2,2,24064,17956
6f8770cfd642,2,2,24576,20004
700abde35294,2,2,22016,17956
7130a09402cc,2,2,20480,20516
7355832cc78c,2,2,18432,18980
7514d946ca86,2,2,22528,17444
757706861314,2,2,22528,18468
75936837a55d,2,2,16896,17956
76a3142ef6ee,2,2,16896,20516
777ad3f586ba,2,2,24064,18468
77a33cc4f0d2,2,2,23040,20516
7aeb05949f93,2,2,16896,20004
7c038ea321ec,2,2,15872,20516
7c5cf9cde77f,2,2,18432,14884
7cdef60980be,2,2,22016,17444
7d0a50e095b3,2,2,18944,17444
7de21232ab33,2,2,18432,12324
7e090fce7bd8,2,2,15872,14884
7e695638b845,2,2,25600,19492
7f3885828905,2,2,19968,22528
7f65f6c95d58,2,2,22016,18980
8034004a9385,2,2,14848,13860
80e39a2c0584,2,2,20480,16420
82257d852c6e,2,2,14848,12324
82bc998e9762,2,2,15872,15908
82f5fd3080a0,2,2,16384,18468
8304f634e76e,2,2,20480,13860
830dafc6cb4c,2,2,17920,12836
83db373faecc,2,2,20480,16932
857753b9fec3,2,2,15360,12324
85c2d78dbbc0,2,2,17408,14372
86a75a9863e5,2,2,18944,18468
871d4284b942,2,2,19968,16420
878844fedcbb,2,2,19968,15396
8791f15fbc14,2,2,24064,18980
88aae3a7afb3,2,2,18944,14372
895973fae879,2,2,19456,20004
89696d0f1623,2,2,17920,19492
89d78585ba7a,2,2,23040,20004
8b3a92f16728,2,2,18432,17444
8cb7d2ef7d2c,2,2,16896,19492
8f28f9ece5e2,2,2,21504,18980
91b66fbcf78d,2,2,25600,20516
91c140f6b6bc,2,2,17920,20516
927942db80bf,2,2,19456,13348
92fbc07a537c,2,2,16896,15908
93c8f228d228,2,2,22528,15396
93ca7e9b5f80,2,2,22528,18980
94288c56b1d3,2,2,14848,13348
947447479640,2,2,19968,14884
94f11c67c4c3,2,2,24064,20516
96e5bac74853,2,2,24576,17956
96f088940597,2,2,20480,17444
97f404585e68,2,2,16384,19492
