id,source_wsi,dataset,i,j
003504460b3a,3,2,8192,11776
004daf1cbe75,3,2,6144,11264
005715f0a313,3,2,8192,10752
00ca2f4c8918,3,2,14336,7680
00f560a6a72b,3,2,4096,15360
02cf5c2db152,3,2,7680,13824
02d2022943a4,3,2,7168,15872
041588f936e1,3,2,8192,8704
041ad8166762,3,2,2560,14336
065ed4490163,3,2,10752,6144
0667203ecaac,3,2,8192,5632
0804072fa02a,3,2,5120,11264
08ed99cd1c93,3,2,8192,11264
09644decc895,3,2,9216,4096
09c06b79292c,3,2,3584,10752
09d736c55365,3,2,9728,4096
09df7e1fe1cc,3,2,6144,10240
0a1d277fb473,3,2,5120,11776
0a631efbc3e4,3,2,8704,16384
0b989fe8238f,3,2,8704,8704
0cb47c96bda2,3,2,13824,5120
0d1cc52aff5f,3,2,8192,6144
0f960d864969,3,2,7680,11264
1226abd93cfa,3,2,5632,11264
12989675c0b5,3,2,2048,14336
160aa890cbcc,3,2,11776,6656
17339934aa76,3,2,3072,12288
17ffbd4a056f,3,2,11776,3072
19c5c6803ac1,3,2,3584,13312
19c8e14b701c,3,2,5120,16384
1a0d5fc5d2f7,3,2,5632,10752
1a4ab6091fe5,3,2,8192,12288
1a91d04d00d5,3,2,2560,13312
1aeae455caeb,3,2,8704,11776
1b0f943da76c,3,2,5632,15872
1b2122736cd7,3,2,3072,14848
1b5da995f08e,3,2,6656,13312
1b60cea2100c,3,2,9728,8704
1bd79e5bde8a,3,2,9216,6144
1c5c458eac1b,3,2,5120,14336
1ca1adf074bb,3,2,3072,13824
1cd3632761d2,3,2,4608,15360
1dbec7df021e,3,2,2048,12288
1de075d4ae93,3,2,14848,6144
1e3fe5b348ca,3,2,13824,6144
20268fc474db,3,2,10240,6144
20a930a6b5e8,3,2,8704,13824
20fe34303d84,3,2,12288,6144
212f06a4761e,3,2,6656,16384
21317283b102,3,2,14848,6656
221d0ca25207,3,2,5632,14336
22a8a59ba8a8,3,2,2560,16384
231651227a64,3,2,5632,11776
2376fd40a260,3,2,13824,3584
249782ea4423,3,2,7168,5120
2673eb939bf8,3,2,6656,8192
28beee9249bd,3,2,6144,14848
2aaf9e8db9d8,3,2,3584,15360
2af2792c8e0c,3,2,8704,4096
2d5459d56621,3,2,12288,5632
2d97cd20538a,3,2,7680,6144
2e02a3e00059,3,2,11776,4096
2e3a658a8c8e,3,2,13312,4096
2f7fe5d89a6f,3,2,12288,3584
2ff87855e80d,3,2,4608,11776
314f2d4952e3,3,2,7680,5632
31c233373597,3,2,13824,8192
328aaa428f2e,3,2,6144,13824
32eea8d3298b,3,2,2048,16384
3324837c08b8,3,2,11264,2560
332c79b9590b,3,2,14336,8704
338721d693ac,3,2,7680,3072
33c05bdf4f71,3,2,9216,3072
340bb2293001,3,2,11264,5632
361770209b1b,3,2,10752,7168
36780dbd27dc,3,2,10752,4096
36e4e18ef901,3,2,10752,8192
37073efe3610,3,2,8192,3072
37ef7e9b8bbb,3,2,13312,6656
38738b2f9b55,3,2,4608,16384
3936393ac567,3,2,8704,10240
394b6b4f803d,3,2,2560,10752
39b0fb1f8856,3,2,3584,15872
3a05f1672151,3,2,11264,4608
3a315d3acff2,3,2,13824,8704
3a884b41a4b8,3,2,13312,7168
3a93b29c72f2,3,2,7680,14848
3ad39977853e,3,2,2048,10752
3b796c86f2ef,3,2,13824,6656
3c3b2d9fe661,3,2,14848,5632
3c43eee40b44,3,2,13312,8192
3c70f2cc54fc,3,2,7168,16384
3cef6d0627a8,3,2,6656,15360
3dbff16df8b4,3,2,12800,6144
3de83b01dfad,3,2,7680,4608
3e28a157a06d,3,2,6656,14848
3e70fafdbe3e,3,2,11264,3072
3e794841f2da,3,2,2560,12800
3eb6c82b1668,3,2,12800,5120
3ef209155cec,3,2,6656,11264
40a486ebdb5a,3,2,3584,12288
41037059e4d9,3,2,11776,2560
4136fc8d534c,3,2,7680,8192
4142122db8e4,3,2,6656,11776
42ff76db84c1,3,2,2560,11776
43b2fa33ac05,3,2,6144,11776
43ba93d8284d,3,2,7168,11776
44b7efeac370,3,2,6144,13312
4512152d05d2,3,2,7168,10240
45938c92d178,3,2,5120,15872
45d42de2cb89,3,2,8704,11264
46cbbc7f863b,3,2,9728,6656
470b0acaed83,3,2,6656,3584
478edfd9acf9,3,2,5632,16896
47cb7f4ec51f,3,2,8192,16384
4855a3af740e,3,2,4608,14336
4960cdc6a274,3,2,8192,14848
49f0a316892f,3,2,5120,12800
4a1cb762731f,3,2,3584,11264
4a4820ef318c,3,2,7168,12800
4ad4c41ecad6,3,2,4608,11264
4ccd8a003eb3,3,2,8704,3584
4cce5b71c1b1,3,2,5120,13824
4d30590359d2,3,2,6144,12288
4d5877f68893,3,2,6656,5632
4e4bf2952658,3,2,12800,8192
4e570bb1c2c9,3,2,12800,4608
4e8848558390,3,2,4096,11776
51fdf25a4fd7,3,2,6656,6144
52ade2ecc8f0,3,2,7168,8192
52c4aad9512c,3,2,4096,12800
55e7547db0dd,3,2,2560,11264
55f4ee4282d3,3,2,2048,11776
56bbe99602d3,3,2,14336,7168
57e5b459aabd,3,2,6656,7680
58f6ce951b5f,3,2,7168,12288
59d22218ba83,3,2,6144,10752
5a9fb7a75733,3,2,2560,15360
5ac2aabf1cda,3,2,12800,8704
5ae120f940c0,3,2,10240,7168
5c04198743a5,3,2,8192,16896
5d81a44b4f02,3,2,8704,8192
5f584921044d,3,2,10240,5632
5f6fc2f12a07,3,2,9216,8704
5f8ec1d7ba8e,3,2,3072,16384
6071f2eb2163,3,2,4608,14848
60dd04800024,3,2,14336,8192
60f73a9652a3,3,2,7168,4608
612f1862f6bc,3,2,2048,12800
61d89329d5c9,3,2,9216,5632
6331fd28f6b9,3,2,8704,6144
63469909e6ee,3,2,3072,14336
634a9a8854a7,3,2,7168,15360
